Name	Set	ImageFile	Politics_Cost	Intrigue_Cost	One_Power_Cost	Combat_Cost	Type	Subtype/Allegiance	Attribute	Politics_Ability	Intrigue_Ability	One_Power_Ability	Combat_Ability	Rarity	Collector	Text
Mat the General	ChildrenOfTheDragon	03-087_mat_the_general					Character	Dragon	Ta'veren, Reinforcement	1	4		4	Rare 1	03-087 R1	There must be 10 or more total Pattern in the game to play this card.  Replace a card that replaced Mat Cauthon.  You may reroll any of Mat's dice each turn (after making his initial roll; the old results are ignored.)  All Band of the Red Hand troops you control participating in the same challenge with Mat gain +1 Combat.  Symbols generated by this character have all allegiances when used to recruit troops.  Shuffle this card from your hand into your deck to search your deck for Mat Cauthon, Ashandarei, or Foxhead Medallion and place that card in your hand.
Meira	ChildrenOfTheDragon	03-088_meira	1	1			Character	Aiel	Wise One, Shaido Aiel, Dark Nature	2	2	1		Uncommon	03-088 U	May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  Your hand size is increased by +2 while Meira is the target of a character advantage.
Melaine	ChildrenOfTheDragon	03-089_melaine	2	2			Character	Aiel	Wise One, Light Nature, Dreamwalker, Goshien Aiel	1	1	2		Rare 2	03-089 R2	Melaine additionally generate [Politics] [Intrigue] when she rolls her dice.
Mera'din	ChildrenOfTheDragon	03-090_meradin		1		1	Troop	Aiel	Multiple, Dark Nature				4	Common	03-090 C	May only be recruited by a Villain player.  While participating in a challenge against an Aiel character or troop controlled by a Hero player, this troop additionally generates [2x Damage] when it rolls its dice.
Miagoma Aiel	ChildrenOfTheDragon	03-091_miagoma_aiel				3	Troop	Aiel					6	Uncommon	03-091 U	The cost to recruit this troop is increased by [3x Combat] if you do not control Timolan.  While participating in a challenge, if no opponent has troops participating in the challenge, all [Damage] rolled by this troop are converted into character damage.
Military Dominance	ChildrenOfTheDragon	03-092_military_dominance					Challenge							Common	03-092 C	Only Combat dice may be rolled in this challenge.  If successful, this challenge becomes a character advantage targeting a character you control with the following text: Rotate and target 2 characters you control.  When the targets roll their Combat dice this turn, they each additionally generate [Combat].
Modarra	ChildrenOfTheDragon	03-093_modarra	3				Character	Aiel	Wise One, Shaido Aiel	3	2	1		Uncommon	03-093 U	May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  When recruiting an Aiel troop, you may pay [Politics] with the Aiel allegiance from your pool instead of [Combat] for any of the troop's cost.
Nakai Aiel	ChildrenOfTheDragon	03-094_nakai_aiel				3	Troop	Aiel					6	Uncommon	03-094 U	The cost to recruit this troop is increased by [3x Combat] if you do not control Bruan.  This troop gains +1 Combat for each Advantage which targets it.
Nandera	ChildrenOfTheDragon	03-095_nandera	1			2	Character	Aiel	Maiden of the Spear, Taardad Aiel	1	1		3	Rare 2	03-095 R2	You must control Maidens of the Spear or Ji'e'toh to recruit this character.  All Far Dareis Mai troops you control permanently gain the trait Multiple and roll an additional Combat die when they roll their dice while participating in a challenge with Nandera.
Need	ChildrenOfTheDragon	03-096_need					Challenge							Common	03-096 C	Only Dreamwalker characters may participate in this challenge.  Name the title of a target card when you reveal this challenge.  If successful by 5 or more, search your deck for a copy of the target card and place it in your hand.  If successful by 10 or more, search your deck for all copies of the target card and place them in your hand.
Network of Spies	ChildrenOfTheDragon	03-097_network_of_spies					Challenge							Common	03-097 C	Only Intrigue dice may be rolled in this challenge.  If successful, this challenge becomes a character advantage targeting a character you control with the following text: Rotate and target 3 characters you control.  When the targets roll their Intrigue dice this turn, they each additionally generate [Intrigue].
Nightrunner	ChildrenOfTheDragon	03-098_nightrunner		2		2	Character	Dark One	Monster, Multiple, Myrddraal, Reinforcement				4	Rare 2	03-098 R2	Symbols generated by this character may not be used to recruit characters.  If this character has less than 4 damage, you may pay [2x Combat] from your pool to return Nightrunner from play to its owner's hand.
Omerna	ChildrenOfTheDragon	03-099_omerna	1			2	Character	Children of the Light		1			3	Uncommon	03-099 U	Rotate Omerna, name a card, and target an opponent.  The target must reveal a random card from his hand to you.  If the card revealed matches the card named, it is placed in its owner's discard pile.  If the card does not match, it is returned to its owner's hand, and Omerna does not ready next turn.
Peace of Rhuidean	ChildrenOfTheDragon	03-100_peace_of_rhuidean					Event	Limited						Common	03-100 C	Rotate a Wise One you control and target a challenge.  All [Damage] generated by any means in the target challenge are negated.  In addition, all ability symbols generated by characters and troops you control participating in the challenge are negated.
Perpetual Conflict	ChildrenOfTheDragon	03-101_perpetual_conflict					Challenge							Common	03-101 C	If successful, this challenge becomes a player advantage targeting you with the following text: As a limited event, rotate this advantage, reveal up to 5 card-based challenges from your hand, and target a different character or troop you control for each card-based challenge you revealed.  The target additionally generates [Support] [Opposition] when it rolls its dice this turn.
Perrin Goldeneyes	ChildrenOfTheDragon	03-102_perrin_goldeneyes					Character	Dragon	Wolfbrother, Ta'veren, Reinforcement, Two Rivers	3	2		4	Rare 1	03-102 R1	There must be 10 or more total Pattern in the game to play this card.  Replace a card that replaced Perrin Aybara.  All Mercenary cards you control gain +1 to all non-zero abilities.  While participating in a challenge, this character generates a troop damage for each [Damage] he rolled.  Symbols generated by this character have all allegiances when used to recruit Light Nature cahracters.  Shuffle this card from your hand into your deck to search your deck for Perrin Aybara, half-moon Axe, or Blacksmith's hammer and place that card in your hand.
Rand al'Thor (VIII) traveling	ChildrenOfTheDragon	03-103_rand_althor_(viii)_traveling					Character	Dragon	Starting Hero, Dragon Reborn, Ta'veren, Aiel	2		2	1	Rare 2	03-103 R2	The first time the Dragon Reborn rolls [2x One Power], he permanently gains +1 One Power.  When the Dragon Reborn rolls his dice he additionally generates [Combat].  This symbol has only the Aiel allegiance and may only be used to recruit.  If you control at least 5 Clan Chief characters, this character permanently gains the trait Car'a'carn.
Rand al'Thor (IX) trainer	ChildrenOfTheDragon	03-104_rand_althor_(ix)_trainer					Character	Dragon	Starting Hero, Dragon Reborn, Ta'veren			3	4	Rare 2	03-104 R2	Once per game, you may search your deck for a Heron-Marked Blade, and place it on the Dragon Reborn for no cost.  This character may not be replaced.
Rand al'Thor (X) slashing	ChildrenOfTheDragon	03-105_rand_althor_(x)_slashing					Character	Dragon	Starting Hero, Dragon Reborn, Ta'veren	1	1	2	1	Rare 2	03-105 R2	The first time the Dragon Reborn rolls [2x One Power], he permanently gains +1 One Power.  You  may begin the game with an extra card in your starting hand (you must still conform to  all other starting hand restrictions).  This character may not be replaced unless there are 10 or more total Pattern in the game.
Relive the Past	ChildrenOfTheDragon	03-106_relive_the_past					Challenge							Common	03-106 C	If successful, this challenge becomes a player advantage targeting you with the following text: All Car'a'carn, Clan Chief, and Wise One characters you control gain +1 Politics.
Remnant of a Remnant	ChildrenOfTheDragon	03-107_remnant_of_a_remnant					Advantage	Player	Prophecy					Uncommon	03-107 U	Requirements: Control 4 or more Maiden of the Spear cards and/or a Car'a'carn.  Benefits: Search your deck for a Maiden of the Spear card and place it in your hand.  If there are 16 or more total Pattern in the game, for each Maiden of the Spear character you control, you may reroll one of her dice each turn (immediately after making her initial roll; the old result is ignored).
Reyn Aiel	ChildrenOfTheDragon	03-108_reyn_aiel				3	Troop	Aiel					6	Uncommon	03-108 U	The cost to recruit this troop is increased by [3x Combat] if you do not control Dhearic.   While participating in a challenge, if any opponent has more troops participating in the same challenge than you do, this troop additionally generates [2x Support] [2x Opposition] when it rolls its dice.
Rhiale	ChildrenOfTheDragon	03-109_rhiale	2	1			Character	Aiel	Wise One, Shaido Aiel, Dark Nature	2	2	1		Uncommon	03-109 U	May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  At the start of the Last Battle, you may search yoru deck for a Mera'din and place it directly into play under your control for no cost.
Rhuidean	ChildrenOfTheDragon	03-110_rhuidean					Advantage	Player						Uncommon	03-110 U	If you control The Three Fold Land rotate this card and look at the top 4 cards in your deck.  Place them back in any order, and you may immediately shuffle your deck.  Shuffle this card from your hand into your deck to search your deck for The Three Fold Land and place it in your hand.
Sammael (II) flag	ChildrenOfTheDragon	03-111_sammael_(ii)_flag			4		Character	Dark One	Forsaken	1	1	4	3	Rare 1	03-111 R1	Only ability symbols generated by a Forsaken may be used to recruit this character.  Symbols generated by this character may not be used to recruit.  Discard 4 cards from your hand to move a neutral Pattern token to your section of the Pattern.  Discard this card from your hand to reduce the cost of the next Forsaken you recruit this turn by an ability symbol of your choice.
Seana	ChildrenOfTheDragon	03-112_seana	3				Character	Aiel	Wise One, Light Nature, Dreamwalker, Nakai Aiel	2	2			Rare 2	03-112 R2	Only symbols generated by a Wise One may be used to recruit this character.  Rotate Seana and name a card.  The first time a copy of that card is played this turn by an opponent, move a neutral Pattern token to your section of the Pattern (if possible).
Sept Warrior	ChildrenOfTheDragon	03-113_sept_warrior				2	Character	Aiel	Multiple				3	Common	03-113 C	Ability symbols rolled by this character are ignored.  As a limited event, rotate to add [Combat] to your pool.  This symbol has the Aiel allegiance, and may only be used to recruit.
Sevanna	ChildrenOfTheDragon	03-114_sevanna	2	2			Character	Aiel	Wise One, Shaido Aiel, Roofmistress of Comarda Hold, Dark Nature	3	3			Rare 2	03-114 R2	May only be recruited by a Villain player.  During a non-Last Battle challenge, Sevanna may convert any [Politics] she generated into [Damage].  All Shaido Aiel troops you control permanently gain the trait Multiple.  Wise One characters you control gain +1 Politics while participating in challenges with Sevanna.
Shaarad Aiel	ChildrenOfTheDragon	03-115_shaarad_aiel				3	Troop	Aiel					6	Uncommon	03-115 U	The cost to recruit this troop is increased by [3x Combat] if you do not control Jheran.  This troop gains +2 Combat while any opponent has more tokens on his section of the Pattern than you.
Shaido Aiel	ChildrenOfTheDragon	03-116_shaido_aiel				4	Troop	Aiel	Dark Nature				7	Rare 2	03-116 R2	May only be recruited by a Villain player.  This troop gains +2 Combat if you control a Car'a'carn.  During the Ready Round, remove 1 damage from this troop.
Shiande Aiel	ChildrenOfTheDragon	03-117_shiande_aiel				3	Troop	Aiel					6	Uncommon	03-117 U	The cost to recruit this troop is increased by [3x Combat] if you do not control Janwin.  While participating in a target challenge, if any opponent provides support or opposition to the challenge during the Action Round, this troop additionally generates [Support] [Opposition] [Damage] when it rolls its dice.
Shoufa	ChildrenOfTheDragon	03-118_shoufa				1	Advantage							Common	03-118 C	Target a non-Wise One character or troop you control with only the Aiel allegiance.  The target gains +1 Combat and Reinforcement.  When the target is placed in your killed pile, you may shuffle the target and/or this card back into your deck.
Siswai'aman	ChildrenOfTheDragon	03-119_siswaiaman				2	Troop	Aiel	Multiple, Light Nature				4	Common	03-119 C	May only be recruited by a Hero player.  This troop has no cost and gains +1 Combat if you control a Car'a'carn.
Sixth Squadron	ChildrenOfTheDragon	03-120_sixth_squadron	1			1	Troop	Dragon	Band of the Red Hand				3	Rare 2	03-120 R2	This troop gains +1 Combat for every 3 Band of the Red Hand troops you control.  As a limited event, shuffle a Band of the Red Hand troop from your hand into your deck to remove up to 2 damage from a Band of the Red Hand troop you control.
Someryn	ChildrenOfTheDragon	03-121_someryn	1	2	1		Character	Aiel	Wise One, Shaido Aiel, Dark Nature	1	2	2		Rare 2	03-121 R2	May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  When this character rolls her dice, she additionally generates [One Power].  This symbol may not be used to recruit.
Sorilea	ChildrenOfTheDragon	03-122_sorilea	2	2			Character	Aiel	Wise One, Chareen Aiel, Light Nature	3	3	1		Rare 2	03-122 R2	May only be recruited by a Hero player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  Once per turn, you may rotate an Aes Sedai character with a printed One Power ability of 1 or 2 for no effect.
Sovereign Rule	ChildrenOfTheDragon	03-123_sovereign_rule					Challenge							Common	03-123 C	Only Politics dice may be rolled in this challenge.  If successful, this challenge becomes a character advantage targeting a character you control with the following text: Rotate and target 3 characters you control.  When the targets roll their Politics dice this turn, they each additionally generate [Politics].
Sweat Tents	ChildrenOfTheDragon	03-124_sweat_tents					Advantage	Player	Starting Advantage					Common	03-124 C	If you control more than 1 Clan Chief and/or 1 Maiden of the Spear, discard all Clan Chief and Maiden of the Spear cards you control.  Once per turn, per Wise One, you may discard an advantage which targets a Wise One you control participating in a challenge to generate [Support] [Opposition] in that challenge.  If a Wise One you control with a printed One Power ability generated no [One Power] when she rolled her dice, she generates a [One Power].  This symbol may only be used to recruit.
Taardad Aiel	ChildrenOfTheDragon	03-125_taardad_aiel				3	Troop	Aiel	Light Nature				6	Uncommon	03-125 U	If you control Rhuarc, and he is participating in the same challenge as this troop, this troop additionally generates a number of [Damage] symbols equal to the [Damage] rolled by Rhuarc, when it rolls its dice.
Tam al'Thor	ChildrenOfTheDragon	03-126_tam_althor					Character	Dragon	Reinforcement, Two Rivers				4	Rare 1	03-126 R1	This character has no cost and is recruited into the battleground.  Tam al'Thor's abilities cannot be increased, and he may only reinforce a challenge in which a Ta'veren you control is participating.  At the start of the Draw Round (before the Discard the Dead phase) if Tam al'Thor has less than 4 damage, shuffle this card back into its owner's deck.  Discard this card from your hand to give the Dragon Reborn +1 to all printed abilities until the end of the turn.
Tarmon Gai'don	ChildrenOfTheDragon	03-127_tarmon_gaidon			2		Event	Limited						Rare 2	03-127 R2	You may only play this event once per game.  For every 3 Pattern tokens on your section of the Pattern, add a token to your section of the Pattern.
Tear Regiment	ChildrenOfTheDragon	03-128_tear_regiment	1				Troop	Tear	Multiple				3	Common	03-128 C	If you have the Stone of Tear in play, you may rotate it as a limited event to remove up to 2 damage from this troop.  If you control the Tear nation contested advantage, you may shuffle this troop back into your deck when it is placed in your killed pile.
The Bleakness	ChildrenOfTheDragon	03-129_the_bleakness					Advantage	Character						Common	03-129 C	Target your starting Forsaken.  Ability symbols generated by the target may be used to recruit characters and troops as if they had the Aiel allegiance.  If you control no characters and troops other than your starting character, the cost of the next Aiel character you recruit is reduced by 2 ability symbols of your choice.  (This reduction comes after all multipliers.)
The Chosen	ChildrenOfTheDragon	03-130_the_chosen		2			Advantage	Character						Uncommon	03-130 U	Target a Forsaken you control.  He gains +1 One Power for each 6 tokens on your section of the Pattern.
The Dragon Scepter	ChildrenOfTheDragon	03-131_the_dragon_scepter					Advantage	Character						Rare 2	03-131 R2	Target the Dragon Reborn.  Rotate this card and choose an allegiance.  Symbols generated this turn by the Dragon Reborn have the chosen allegiance.  Immediately after the Dragon Reborn rolls his dice during the Action Round, rotate and discard this card to negate all ability symbols he rolled and reduce the cost of the next character or troop you recruit this turn by 3 abiltiy symbols of your choice.  Ta'veren may use their Politics in the last Battle.
The Fifth	ChildrenOfTheDragon	03-132_the_fifth					Advantage	Player						Common	03-132 C	Discard if you do not control 2 or more Clan Chief, Wise One, and/or Maiden of the Spear characters.  Convert a Pattern to allow your Aiel cards to participate in a target nation contested advantage challenge this turn as if they had the appropriate allegiance.  Once per game, per nation contested advantage, you may remove 5 of your control tokens from that nation contested advantage to draw a card and add [3x Combat] to your pool.  These symbols have the Aiel allegiance.
The Old Tongue	ChildrenOfTheDragon	03-133_the_old_tongue					Challenge							Common	03-133 C	Combat may not be used in this challenge.  If successful, this challenge becomes a player advantage targeting you with the following text: While participating in a non-Last Battle challenge, you may pay [2x Politics] to add [Support] [Opposition] to that challenge.
The Ta'veren	ChildrenOfTheDragon	03-134_the_taveren					Advantage	World						Common	03-134 C	Any player may convert a Pattern to remove 2 damage from a Ta'veren.  When a Ta'veren participates in a challenge, he additionally generates [2x Support] [2x Opposition] when he rolls his dice.
The Three Fold Land	ChildrenOfTheDragon	03-135_the_three_fold_land					Advantage	World	Nation Contested Advantage					Uncommon	03-135 U	Characters and troops with an allegiance other than Aiel cannot participate in this contested challenge.  If you control The Three Fold Land, rotate this card to generate [Combat].  This symbol has the Aiel allegiance.  If you control The Three Fold Land by 5 or more, rotate this card to generate [Politics] [Intrigue] [Combat].  These symbols have the Aiel allegiance.
The Traveling People	ChildrenOfTheDragon	03-136_the_traveling_people					Event							Common	03-136 C	Play during the Coming to Grips phase of a target challenge.  Remove 1 point of damage from all non-Monster characters and troops you control participating in the target challenge who have damage on them greater than or equal to their highest printed ability.
The Waste	ChildrenOfTheDragon	03-137_the_waste					Advantage	Player	Contested Advantage					Uncommon	03-137 U	Characters and troops with an allegiance other than Aiel cannot participate in this contested challenge.  If you control this advantage, all characters and troops you control with only the Aiel allegiance additionally generate [Support] [Opposition] when they roll the Combat die face which only pictures a [Damage].
The Wheel Weaves	ChildrenOfTheDragon	03-138_the_wheel_weaves					Event							Rare 2	03-138 R2	Target an opponent.  For each Pattern token the target converted this turn to reduce the cost of a character or troop, move a neutral token to your section of the Pattern (if possible).  Or target a charcter you control; the target gains +1 to all non-One Power printed abilities until the end of the turn.
The Wheel Wills	ChildrenOfTheDragon	03-139_the_wheel_wills					Event							Rare 2	03-139 R2	Name an event.  No opponent may play that event during the Action Round this turn.  If an opponent previously played the named event this turn, he must search his hand and deck for a copy of the named card and place it in his discard pile (if possible).
Therava	ChildrenOfTheDragon	03-140_therava			2		Character	Aiel	Wise One, Shaido Aiel	2	2	2		Uncommon	03-140 U	May only be played by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  When you initiate and win a card-based challenge, you may search your deck for the first Shaido Wise One and place her in your hand.
Time of Need	ChildrenOfTheDragon	03-141_time_of_need					Event							Common	03-141 C	Search your deck for an Event card which is not a Limited Event, and place it in your hand.  You draw no cards during the next Draw Round.
Timolan	ChildrenOfTheDragon	03-142_timolan				4	Character	Aiel	Clan Chief of the Miagoma Aiel	2	2		4	Rare 2	03-142 R2	You must control Chief's Chair or Ji'e'toh to recruit this character.  While participating in a challenge, if no opponent has characters participating in that challenge, all [Damage] rolled by Timolan are converted into troop damage.
Tion	ChildrenOfTheDragon	03-143_tion	1	2			Character	Aiel	Wise One, Shaido Aiel	2	1	1		Uncommon	03-143 U	May only be recruited by a Villain player.  You must control Sweat Tents or Ji'e'toh to recruit this character.  All Shaido Wise One characters you control gain +1 Intrigue while participating in challenges.
Toh	ChildrenOfTheDragon	03-144_toh					Event	Limited						Common	03-144 C	You may not play event cards for the rest of the turn.  No event cards may be played during a Resolution Round this turn.  Any other player may move one of his Pattern tokens to your section of the Pattern to ignore this restriction for the next event he plays this turn.
Tomanelle Aiel	ChildrenOfTheDragon	03-145_tomanelle_aiel				3	Troop	Aiel					6	Uncommon	03-145 U	The cost to recruit this troop is increased by [3x Combat] if you do not control Han.  If this troop participated in a challenge this turn, and an opponent placed 2 or more troops in his killed pile, this troop gains +1 Combat (permanently).
Trolloc Army	ChildrenOfTheDragon	03-146_trolloc_army				4	Troop	Dark One	Monster				7	Rare 2	03-146 R2	The cost to recruit this troop is reduced by [Combat] if you control 3 or more Monster characters and/or troops.
Trolloc Champion	ChildrenOfTheDragon	03-147_trolloc_champion		1		1	Character	Dark One	Multiple, Monster				2	Rare 2	03-147 R2	The number of tokens on your section of the Pattern is considered to be 2 higher for the purposes of recruiting Dark One characters and participating in challenges.
Urien	ChildrenOfTheDragon	03-148_urien				2	Character	Aiel	Red Shield, Reyn Aiel				3	Uncommon	03-148 U	Urien gains +1 Combat if you control a Car'a'carn.
Voices of the Dead	ChildrenOfTheDragon	03-149_voices_of_the_dead					Advantage	Character						Uncommon	03-149 U	Target your Dragon Reborn.  Rotate this card and roll 3 One Power dice.  The Dragon Reborn generates a [One Power] for each [One Power] you rolled and he may not rotate next turn, other than to heal.
War Campaign	ChildrenOfTheDragon	03-150_war_campaign					Challenge							Common	03-150 C	Target a nation contested advantage controlled by an opponent.  When it is revealed, this challenge gains 1 point of opposition for every 3 opponent's control tokens on the target.  If successful, move up to 3 neutral tokens to your section of the Pattern (if possible); and for each 2 points by which this challenge succeeds, you may place 1 control token on the target.
War Galleys	ChildrenOfTheDragon	03-151_war_galleys				2	Troop	Illian	Multiple				6	Common	03-151 C	If this troop participated in a challenge this turn, it does not ready and may not participate in challenges next turn.
Wash the Spears	ChildrenOfTheDragon	03-152_wash_the_spears					Challenge							Common	03-152 C	Only Combat dice may be rolled in this challenge.  If successful, move a neutral token to your section of the Pattern (if possible). If you succeed by 5 or more, move an additional neutral token to your section of the Pattern (if possible).
Weaken Support	ChildrenOfTheDragon	03-153_weaken_support					Challenge							Common	03-153 C	Target a non-World advantage controlled by an opponent.  If the target does not have a printed cost, this challenge has 10 additional opposition at resolution.  If successful, the target is shuffled back into its owner's deck, and you may shuffle this card back into your deck.
Wolfbrother	ChildrenOfTheDragon	03-154_wolfbrother				1	Character	Mercenary	Wolfbrother, Wolf, Multiple				3	Common	03-154 C	May not be recruited by a Villain player.  You must control a Wolfbrother to bring this character into play.  This character cannot be the target of advantages.  Ability symbols generated by this character are ignored.  This character gains +1 Combat while participating in a challenge with 3 or more other Wolfbrother characters.
